hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,state_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
858769540929100,10,1.0,1,4,2,9200,92001,1,1,32,18,23060,0,2.0,1.0,,3,3,63,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13537.5746,3267.4339,0,0,,,0,0,5035,2,,,2.0,,,,3377.9199,,,-1,,,,,,,351515.0,2013,645,642,0,0,0,0,0,13.0,,,2013,2.0,1,8,2,9200,92001,1,,23060,0,2.0,1.0,,3,3,64,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12125.668,3019.5382,0,0,,,0,0,5324,2,,,2.0,,,,3048.0655,,,-1,,,,,,,351339.0,2014,657,642,0,0,0,0,0,13.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
878579440399101,10,1.0,1,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,3,35,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,10985.4624,2927.6102,4,2,,,0,0,22920,2,1.0,,,,,,2722.1048,,,-1,,,,,,,351518.0,2013,645,642,0,0,0,1,0,12.0,,,2013,1.0,1,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,3,35,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13058.8749,3406.4283,2,2,,,0,0,61812,2,1.0,,,,,,3265.3032,,,-1,,,,,,,351345.0,2014,657,642,0,1,0,0,1,12.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
878579440399101,10,1.0,1,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,4,18,,1,37,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1000.0,400.0,2.0,2.0,2.0,,,11891.1376,3160.9422,0,0,1.0,1.0,0,0,22920,3,,,,,,,2984.0177,5070.0,4720.0,-1,,,,,1.0,1.0,351521.0,2013,645,642,0,0,0,0,0,11.0,16.0,22.0,2013,1.0,1,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,4,18,,1,39,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,44.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1525.0,610.0,2.0,2.0,2.0,,,12841.4625,3627.8429,0,0,1.0,1.0,23,42,61812,3,1.0,,,,,,3626.4787,5070.0,4720.0,-1,,,,,1.0,1.0,351348.0,2014,657,642,0,0,0,0,0,12.0,16.0,22.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
889740173950941,10,1.0,1,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,1,49,2.0,2,41,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,12695.5153,3113.4359,10,2,,,0,0,51393,1,,,3.0,,,,3193.5366,,,-1,,,,,,,351528.0,2013,645,642,0,0,1,1,0,14.0,,,2013,1.0,1,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,1,50,2.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,10935.8314,2858.1221,10,2,,,0,0,23705,1,1.0,,,,,,2829.3376,,,-1,,,,,,,351351.0,2014,657,642,0,0,1,1,0,12.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
889740173950941,10,1.0,1,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,3,46,1.0,1,41,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,1.0,2150.0,1057.0,1.0,,2.0,,,12260.9075,3123.1504,10,2,1.0,0.0,0,0,51393,2,,,2.0,,,,3103.2337,2880.0,9620.0,-1,,,,,,,351529.0,2013,645,642,0,0,1,1,0,13.0,22.0,6.0,2013,1.0,1,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,3,47,1.0,1,41,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,45.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,6000.0,2830.0,2.0,2.0,2.0,,,12497.0566,3104.1665,10,2,1.0,1.0,0,42,23705,2,,,1.0,,,,3186.4265,8870.0,8140.0,-1,,,,,,,351352.0,2014,657,642,0,0,1,1,0,12.0,21.0,47.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
889740173950941,10,1.0,1,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,4,26,,2,41,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,11.0,,,,1.0,,,2,,,,,,,,2.0,,,13103.4793,3185.7203,0,0,,,0,0,51393,3,,,3.0,,,,3296.1593,,,-1,,,,,1.0,1.0,351532.0,2013,645,642,0,0,0,0,0,14.0,,,2013,1.0,1,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,4,26,,2,41,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,4.0,0.0,1,1.0,1.0,1.0,1150.0,528.84,2.0,2.0,2.0,,,15284.5694,3687.8439,0,0,0.0,0.0,0,0,23705,3,,,1.0,,,,3780.3654,7970.0,3645.0,-1,,,,,1.0,1.0,351355.0,2014,657,642,0,0,0,0,0,12.0,11.0,42.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
931028859149270,10,1.0,1,4,2,9200,92001,1,1,32,18,43780,141,2.0,1.0,,3,1,26,2.0,1,41,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,4.0,0.0,1,2.0,,1.0,2200.0,880.0,1.0,,2.0,,,12691.1907,3298.5728,0,0,1.0,1.0,0,0,35391,1,,,2.0,,,,3247.4816,770.0,6355.0,-1,,,,,,,351543.0,2013,645,642,0,0,0,0,0,13.0,19.0,4.0,2013,1.0,1,8,2,9200,92001,1,,43780,141,2.0,1.0,,3,1,27,2.0,1,41,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,800.0,1.0,,2.0,,,14648.1917,3630.5224,0,0,0.0,,0,0,23789,1,,,4.0,,,,3676.134,770.0,6230.0,-1,,,,,,,351356.0,2014,657,642,0,0,0,0,0,15.0,19.0,4.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
931028859149270,10,1.0,1,4,2,9200,92001,1,1,32,18,43780,141,2.0,1.0,,3,3,25,1.0,2,42,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,4.0,16.0,,,4.0,,,4.0,5.0,0.0,1,2.0,,1.0,1330.0,465.5,2.0,2.0,2.0,,,12322.5854,3216.2641,0,0,1.0,1.0,0,0,35391,2,,,3.0,,,,3149.9138,8190.0,3320.0,-1,,,,,,,351544.0,2013,645,642,0,0,0,0,0,14.0,10.0,41.0,2013,1.0,1,8,2,9200,92001,1,,43780,141,2.0,1.0,,3,3,26,1.0,2,42,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,450.0,2.0,2.0,2.0,,,15449.2816,3727.5855,0,0,0.0,,0,0,23789,2,,,4.0,,,,3821.1041,8190.0,3255.0,-1,,,,,,,351357.0,2014,657,642,0,0,0,0,0,15.0,10.0,41.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
937098851149470,10,1.0,7,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,2,51,,2,40,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,39.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,2.0,,,12553.4804,3154.8918,0,0,1.0,,0,42,22921,1,,,2.0,,,,3100.3375,8090.0,3420.0,-1,,,,,,,351545.0,2013,645,642,0,0,0,0,0,13.0,10.0,42.0,2013,1.0,7,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,2,53,,2,41,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,2.0,,,11472.9312,2858.1221,0,0,1.0,,0,0,57828,1,,,3.0,,,,2890.5711,7970.0,3420.0,-1,,,,,,,351358.0,2014,657,642,0,0,0,0,0,14.0,10.0,42.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
981460034907595,10,1.0,1,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,1,63,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,15.0,,15.0,,,21.0,,,7.0,7.0,0.0,2,,,,,,,,,,,12393.2589,3236.4041,0,0,,,0,0,22919,1,,,,,,1.0,3139.3834,8080.0,3230.0,-1,,,,,,,351549.0,2013,645,642,0,0,0,0,0,17.0,10.0,42.0,2013,1.0,1,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,1,64,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,30.0,,30.0,,,21.0,,,7.0,3.0,0.0,1,2.0,,1.0,5000.0,1500.0,2.0,2.0,,,,11633.7541,2987.3454,0,0,0.0,0.0,0,0,5342,1,,,,,,1.0,2950.9641,7860.0,3230.0,-1,,,,,,,351361.0,2014,657,642,0,0,0,0,0,17.0,10.0,40.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,1,0,1,recruitment
981460034907595,10,1.0,1,4,2,9200,92001,1,1,32,18,16980,89,2.0,1.0,,7,3,63,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12662.0061,3029.6367,0,0,,,0,0,22919,2,,,,1.0,1.0,,3160.4054,,,-1,,,,,,,351550.0,2013,645,642,0,0,0,0,0,18.0,,,2013,1.0,1,8,2,9200,92001,1,,16980,89,2.0,1.0,,7,3,64,1.0,1,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11141.7004,2898.0839,0,0,,,0,0,5342,2,,,,1.0,1.0,,2820.2203,,,-1,,,,,,,351362.0,2014,657,642,0,0,0,0,0,18.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
981805054909396,10,1.0,7,4,2,9200,92001,1,1,32,18,26900,57,2.0,1.0,,5,2,49,,2,40,1,,1,0,0,4,2,57,57,57,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,12695.5153,3113.4359,0,0,,,0,0,22868,1,,,2.0,,,,3193.5366,,,-1,,,,,,,351551.0,2013,645,642,0,0,0,0,0,13.0,,,2013,1.0,7,8,2,9200,92001,1,,26900,57,2.0,1.0,,5,2,50,,2,40,1,,0,0,4,2,57,57,57,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,10935.8314,2858.1221,0,0,,,0,0,9522,1,,,2.0,,,,2829.3376,,,-1,,,,,,,351363.0,2014,657,642,0,0,0,0,0,13.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
996028870149550,10,1.0,4,4,2,9200,92002,2,2,32,18,23060,0,2.0,1.0,,3,1,79,,2,36,1,,1,1,1,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13157.0047,3214.0552,0,0,,,0,0,9101,1,,,,,,,3282.9594,,,-1,,,,,,,351553.0,2013,645,642,0,0,0,0,0,10.0,,,2013,1.0,7,8,2,9200,92002,2,,23060,0,2.0,1.0,,3,2,80,,2,35,1,,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11299.5511,2871.9242,0,0,,,0,0,46591,1,,,,,,,2840.4021,,,-1,,,,,,,351364.0,2014,657,642,0,0,0,0,0,9.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
67841480012503,10,1.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,1,69,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12663.5274,3097.133,0,0,,,0,0,44675,1,,,2.0,,,,3160.7851,,,-1,,,,,,,351560.0,2013,645,642,0,0,0,0,0,13.0,,,2013,1.0,1,8,2,9200,92001,1,,0,0,3.0,2.0,,0,1,70,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12268.5989,3138.2217,0,0,,,0,0,46673,1,,,3.0,,,,3105.4642,,,-1,,,,,,,351381.0,2014,657,642,0,0,0,0,0,14.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
67841480012503,10,1.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,3,60,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1765.0,811.92,2.0,2.0,,,,12094.7137,3147.2219,0,0,1.0,1.0,0,0,44675,2,,,3.0,,,,3052.8746,3960.0,5120.0,-1,,,,,,,351561.0,2013,645,642,0,0,0,0,0,14.0,17.0,13.0,2013,1.0,1,8,2,9200,92001,1,,0,0,3.0,2.0,,0,3,61,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1500.0,622.0,2.0,2.0,,,,10424.7887,2676.9041,0,0,0.0,0.0,0,0,46673,2,,,2.0,,,,2644.3036,3960.0,800.0,-1,,,,,,,351382.0,2014,657,642,0,0,0,0,0,13.0,2.0,13.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
95481480985596,10,1.0,6,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,2,76,,1,35,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11822.7265,2891.4974,0,0,,,0,0,9149,1,,,,,,,2950.9233,,,-1,5.0,,,,,,351562.0,2013,645,642,0,0,0,0,0,9.0,,,2013,1.0,6,8,2,9200,92001,1,,0,0,3.0,2.0,,0,2,77,,1,35,1,,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11224.57,2871.1664,0,0,,,0,0,23771,1,,,,,,,2841.1965,,,-1,5.0,,,,,,351384.0,2014,657,642,0,0,0,0,0,9.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
105024606048881,10,1.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,1,59,2.0,2,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,-4.0,,,,,,,,10.0,4.0,0.0,1,2.0,2.0,2.0,,180.0,2.0,2.0,,,,13040.6336,3321.3557,0,0,0.0,,0,0,5056,1,,,3.0,,,,3241.4423,7860.0,2310.0,-1,,,,,,,351563.0,2013,645,642,0,0,0,0,0,14.0,8.0,40.0,2013,1.0,1,8,2,9200,92001,1,,0,0,3.0,2.0,,0,1,60,2.0,2,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,2.0,4.0,24.0,,,,,,,,10.0,5.0,0.0,1,2.0,2.0,2.0,,180.0,2.0,2.0,,,,10424.7887,2676.9041,0,0,0.0,,0,0,19852,1,,,4.0,,,,2644.3036,7860.0,2310.0,-1,,,,,3.0,,351385.0,2014,657,642,0,0,0,0,0,15.0,8.0,40.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
105024606048881,10,1.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,3,57,1.0,1,43,1,,2,1,2,1,2,57,110,57,1,0,0,2.0,1.0,,60.0,,60.0,,,,,,2.0,4.0,0.0,1,1.0,2.0,2.0,,2884.61,2.0,2.0,,,,12193.3944,3017.0462,0,0,0.0,,0,0,5056,2,,,,1.0,2.0,,2980.1836,4470.0,4850.0,-1,,,,,,,351564.0,2013,645,642,0,0,0,0,0,17.0,16.0,21.0,2013,1.0,1,8,2,9200,92001,1,,0,0,3.0,2.0,,0,3,58,1.0,1,43,1,,1,2,1,2,57,110,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,2596.15,2.0,2.0,,,,13390.3609,3131.2765,0,0,0.0,,0,0,19852,2,,,,1.0,2.0,,3186.3202,4470.0,4850.0,-1,,,,,,,351386.0,2014,657,642,0,0,0,0,0,17.0,16.0,21.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
158230640870104,10,1.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,1,43,2.0,2,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1019.0,2.0,2.0,2.0,,,11801.164,2954.8938,10,2,1.0,,0,42,51424,1,,,2.0,,,,2889.6779,4690.0,4760.0,-1,,,,,,,351566.0,2013,645,642,0,0,1,1,0,13.0,16.0,22.0,2013,1.0,4,8,2,9200,92001,1,,0,0,3.0,2.0,,0,1,44,,2,40,1,,1,1,3,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,673.07,2.0,2.0,2.0,,,13139.2422,3185.19,10,2,0.0,,0,0,54291,1,,,3.0,,,,3245.0602,1990.0,4850.0,-1,,,,,,,351390.0,2014,657,642,0,0,1,1,0,14.0,16.0,17.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
158230640870104,10,1.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,4,16,,1,35,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,12703.5736,3080.5129,0,0,,,0,0,51424,3,,,,,,,3190.9811,,,-1,,,,,1.0,2.0,351569.0,2013,645,642,0,0,0,0,0,9.0,,,2013,1.0,4,8,2,9200,92001,1,,0,0,3.0,2.0,,0,4,17,,1,36,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,1.0,1.0,1.0,14254.4848,3490.7704,0,0,,,0,0,54291,3,,,,,,,3453.0778,4970.0,9620.0,-1,,,,,1.0,,351392.0,2014,657,642,0,0,0,0,0,10.0,22.0,22.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
192944502048849,10,1.0,7,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,14,53,,1,41,1,,2,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,40.0,8.0,32.0,,,8.0,,,4.0,4.0,0.0,1,1.0,,1.0,1160.0,603.2,2.0,2.0,2.0,,,11280.7351,2908.5114,0,0,0.0,0.0,0,0,5069,2,,,3.0,,,,2855.1523,3570.0,8010.0,-1,3.0,,,,,,351576.0,2013,645,642,0,0,0,0,0,14.0,21.0,10.0,2013,1.0,7,8,2,9200,92001,1,,0,0,3.0,2.0,,0,14,54,,1,42,1,,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,40.0,,48.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1410.0,564.0,2.0,2.0,2.0,,,11627.501,2927.2391,0,0,0.0,0.0,0,0,5365,2,,,3.0,,,,2964.7123,3570.0,8965.0,-1,3.0,,,,,,351404.0,2014,657,642,0,0,0,0,0,14.0,21.0,10.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
195994908028889,10,1.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,1,66,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,13806.1704,3372.6365,0,0,,,0,0,62227,1,,,,1.0,2.0,,3444.9404,,,-1,,,,,,,351583.0,2013,645,642,0,0,0,0,0,17.0,,,2013,2.0,1,8,2,9200,92001,1,,0,0,3.0,2.0,,0,1,67,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,9422.1344,2394.7549,0,0,,,0,0,23689,1,,,,1.0,2.0,,2368.4702,,,-1,,,,,,,351408.0,2014,657,642,0,0,0,0,0,17.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
195994908028889,10,1.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,3,77,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11822.7265,2891.4974,0,0,,,0,0,62227,2,,,,,,2.0,2950.9233,,,-1,,,,,,,351584.0,2013,645,642,0,0,0,0,0,18.0,,,2013,2.0,1,8,2,9200,92001,1,,0,0,3.0,2.0,,0,3,78,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11224.57,2871.1664,0,0,,,0,0,23689,2,,,,,,2.0,2841.1965,,,-1,,,,,,,351409.0,2014,657,642,0,0,0,0,0,18.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
196974103010849,10,3.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,1,26,3.0,2,39,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,2.0,,,12770.065,3104.6605,2,1,,,0,0,68216,1,1.0,,,,,,3212.2895,5390.0,4720.0,-1,,,,,,,351586.0,2013,645,642,0,1,0,0,1,12.0,16.0,22.0,2013,1.0,1,8,2,9200,92001,1,,0,0,3.0,2.0,,0,1,27,3.0,2,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,13167.3334,3548.5044,2,1,,,0,0,19850,1,1.0,,,,,,3406.6758,,,-1,,,,,,,351411.0,2014,657,642,0,1,0,0,1,12.0,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
196974103010849,10,3.0,1,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,3,26,1.0,1,36,1,,3,1,2,1,2,57,57,57,1,0,0,,1.0,,-4.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,925.0,370.0,2.0,2.0,2.0,,,12250.8095,3184.1131,2,1,1.0,1.0,0,41,68216,3,,,,,,,3134.7948,7070.0,410.0,-1,,,,,,,351587.0,2013,645,642,0,1,0,0,1,10.0,1.0,34.0,2013,1.0,1,8,2,9200,92001,1,,0,0,3.0,2.0,,0,3,27,1.0,1,36,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,350.0,2.0,2.0,2.0,,,13944.4613,3456.1044,2,1,0.0,,0,0,19850,3,,,,,,,3499.5246,8670.0,410.0,-1,,,,,,,351412.0,2014,657,642,0,1,0,0,1,10.0,1.0,45.0,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,1,recruitment
342197529800954,10,1.0,6,4,2,9200,92001,1,1,32,18,0,0,3.0,2.0,,0,2,85,,1,37,1,,1,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11822.7265,2891.4974,0,0,,,0,0,23026,1,,,,,,,2950.9233,,,-1,8.0,,,,,,351607.0,2013,645,642,0,0,0,0,0,11.0,,,2013,1.0,6,8,2,9200,92001,1,,0,0,3.0,2.0,,0,2,85,,1,32,1,,0,0,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11224.57,2871.1664,0,0,,,0,0,54308,1,,,,,,,2841.1965,,,-1,8.0,,,,,,351421.0,2014,657,642,0,0,0,0,0,2.5,,,2014,MIS4_to_MIS8,indiana,0,2013-2014,0,0,0,recruitment
